ArtistID,ArtistName,ArtistType,ArtistCategory
1679,溫室雜草 Easy Weeds,樂團團體,A
1680,溫拿五虎 Wynning Track,樂團團體,A
1681,溫蒂漫步 Wendy Wander,樂團團體,A
1682,違法 SmashRegz,樂團團體,A
1683,頑童 MJ116,樂團團體,A
1684,頑童MJ116,樂團團體,A
1685,魏嘉瑩&溫妮,樂團團體,A
1686,元衛覺醒,樂團團體,A
1687,月.夜曲 Nocturne Moonrise,樂團團體,A
1688,月下 Under The Moon,樂團團體,A
1689,宇宙人 COSMOS PEOPLE,樂團團體,A
1690,余彬,樂團團體,A
1691,李權哲(雲端司機 ),樂團團體,A
1692,原子邦妮 ASTRO BUNNY,樂團團體,A
1693,原野三重唱,樂團團體,A
1694,庸俗救星,樂團團體,A
1695,魚丁糸,樂團團體,A
1696,魚條 Fish Stick,樂團團體,A
1697,雲端司機,樂團團體,A
1698,獄無聲 Silent Hell,樂團團體,A
1699,阿妹妹,樂團團體,A
1700,阿飛西雅 Aphasia,樂團團體,A
1701,阿基耐樂隊,樂團團體,A
1702,阿爆&Brandy,樂團團體,A
1703,埃莉諾樂隊 Elenore,樂團團體,A
1704,愛的大未來 Love Manana,樂團團體,A
1705,凹與山 Our Shame,樂團團體,A
1706,安妮朵拉 Anniedora,樂團團體,A
1707,暗獄戮屍,樂團團體,A
1708,昴宿 Pleiades,樂團團體,A
1709,二手玫瑰 Second Hand Rose,樂團團體,A
1710,二本貓 UrbanCat,樂團團體,A
1711,無妄合作社 NO-NONSENSE COLLECTIVE,樂團團體,A
1712,貳伍吸菸所,樂團團體,A
1713,187INC,樂團團體,A
1714,1976,樂團團體,A
1715,2 moro,樂團團體,A
1716,20E Girls,樂團團體,A
1717,23號半,樂團團體,A
1718,2HRs,樂團團體,A
1719,33島,樂團團體,A
1720,36段迴旋踢,樂團團體,A
1721,51伍易,樂團團體,A
1722,929,樂團團體,A
1723,AKB48 Team TP,樂團團體,A
1724,Angel Baby,樂團團體,A
1725,B2,樂團團體,A
1726,BB彈 BB BOMB,樂團團體,A
1727,BEYOND,樂團團體,A
1728,Boy`z,樂團團體,A
1729,Buddy,樂團團體,A
1730,City魅,樂團團體,A
1731,CNDY,樂團團體,A
1732,DECA JOINS,樂團團體,A
1733,DM DM,樂團團體,A
1734,DSPS,樂團團體,A
1735,HE有激人,樂團團體,A
1736,io樂團,樂團團體,A
1737,J.A.M,樂團團體,A
1738,Jelly Bean,樂團團體,A
1739,JS,樂團團體,A
1740,K  ONE,樂團團體,A
1741,mimi&顧兒,樂團團體,A
1742,NyLas,樂團團體,A
1743,P.K.14,樂團團體,A
1744,S.H.E,樂團團體,A
1745,SADOG,樂團團體,A
1746,SM大樂隊,樂團團體,A
1747,So What,樂團團體,A
1748,Soler,樂團團體,A
1749,SUPER NAPKIN,樂團團體,A
1750,THE PARTY,樂團團體,A
1751,The Tic Tac樂團,樂團團體,A
1752,Tizzy Bac,樂團團體,A
1753,TOKYO D,樂團團體,A
1754,TWINS,樂團團體,A
1755,表演工作坊(李立群＆金士傑) Performance Workshop,相聲表演團體,A
1756,表演工作坊(李立群) Performance Workshop,相聲表演團體,A
1757,李立群,相聲表演團體,A
1758,李國修,相聲表演團體,A
1759,林文彬,相聲表演團體,A
1760,相聲瓦舍 Comedians Workshop,相聲表演團體,A
1761,相聲瓦舍(馮翊綱＆宋少卿＆黃士偉) XIANG SHENG WA SHE,相聲表演團體,A
1762,吳兆南&魏龍豪,相聲表演團體,A
1763,AB6IX,男藝人,B
1764,Aden,男藝人,B
1765,Ahn Byeong Woong 安炳雄,男藝人,B
1766,AKMU 樂童音樂家,男藝人,B
1767,ANTS,男藝人,B
1768,ARCHYPE,男藝人,B
1769,ASH ISLAND,男藝人,B
1770,AVIN,男藝人,B
1771,B.I 金韓彬,男藝人,B
1772,BAE JIN YOUNG(WANNA ONE) 裴珍映,男藝人,B
1773,BAEKHO(NU`EST) 白虎(姜東昊),男藝人,B
1774,BaekHyun(EXO) 伯賢,男藝人,B
1775,Bak Chang Geun,男藝人,B
1776,BAMBAM(GOT7),男藝人,B
1777,BANG YE DAM 方藝潭,男藝人,B
1778,Bang Yong Guk(B.A.P) 方容國,男藝人,B
1779,Bassagong,男藝人,B
1780,BE`O,男藝人,B
1781,BEWHY,男藝人,B
1782,BIG Naughty 徐東賢,男藝人,B
1783,Bigone,男藝人,B
1784,BLASE,男藝人,B
1785,BLNK,男藝人,B
1786,BLOO,男藝人,B
1787,BNJX,男藝人,B
1788,Bobby Kim,男藝人,B
1789,BOBBY(IKON) 金知元,男藝人,B
1790,BOYCOLD,男藝人,B
1791,BROWN EYED SOUL 褐眼超男子,男藝人,B
1792,Brown Tigger,男藝人,B
1793,BRWN,男藝人,B
1794,BUMKEY,男藝人,B
1795,C JAMM,男藝人,B
1796,"CAR, THE GARDEN",男藝人,B
1797,CHA EUN WOO(Astro) 車銀優,男藝人,B
1798,ChaMane,男藝人,B
1799,Chancellor,男藝人,B
1800,Changmin(TVXQ) 昌民(東方神起),男藝人,B
1801,Changmo,男藝人,B
1802,CHANYEOL(EXO) 朴燦烈,男藝人,B
1803,CHE,男藝人,B
1804,Chen(EXO) 金鍾大,男藝人,B
1805,CHO JUNG SEOK 曹政奭,男藝人,B
1806,Cho Min Gue,男藝人,B
1807,Choi Hang-seok and Bugimonster,男藝人,B
1808,CHOI WON BIN,男藝人,B
1809,Chu Seo Jun,男藝人,B
1810,Chunji(Teen Top) 天地,男藝人,B
1811,Cloud,男藝人,B
1812,CNBLUE,男藝人,B
1813,CODE KUNST,男藝人,B
1814,Colde,男藝人,B
1815,Coogie,男藝人,B
1816,COSMIC BOY,男藝人,B
1817,COTT,男藝人,B
1818,Crush,男藝人,B
1819,D.O.(EXO) 都敬秀,男藝人,B
1820,Dabin(DPR LIVE) 洪多彬,男藝人,B
1821,DAMYE,男藝人,B
1822,Danny Koo,男藝人,B
1823,DAVII,男藝人,B
1824,DAWN 金曉鐘,男藝人,B
1825,DayChild,男藝人,B
1826,D-Crunch,男藝人,B
1827,DEEPFLOW,男藝人,B
1828,Def.(JAY B(GOT7)) 林在範,男藝人,B
1829,Dept,男藝人,B
1830,DinDin,男藝人,B
1831,Dive,男藝人,B
1832,Divin,男藝人,B
1833,DIVPER,男藝人,B
1834,DK(KIM DONG HYUK/IKON) 金東赫,男藝人,B
1835,DKB,男藝人,B
1836,Do Han Se(VICTON) 都韓勢,男藝人,B
1837,DON MALIK,男藝人,B
1838,Don Mills,男藝人,B
1839,dori,男藝人,B
1840,Doyoung(NCT 127) 金道英,男藝人,B
1841,DPR ARTIC,男藝人,B
1842,DPR IAN,男藝人,B
1843,DVWN,男藝人,B
1844,E SENS,男藝人,B
1845,Eddy Kim,男藝人,B
1846,ELO,男藝人,B
1847,Epitone Project,男藝人,B
1848,Eric Nam,男藝人,B
1849,E-SENS 姜閔浩,男藝人,B
1850,EuiJin(BIGFLO) 李宜縝,男藝人,B
1851,Eun Ji Won(SECHSKIES) 殷志源(水晶男孩),男藝人,B
1852,EXO,男藝人,B
1853,Gaho 姜大浩,男藝人,B
1854,GARY(Leessang),男藝人,B
1855,G-DRAGON(BIGBANG) 權志龍,男藝人,B
1856,GEMINI,男藝人,B
1857,George,男藝人,B
1858,Gil Byeong Min,男藝人,B
1859,Giriboy,男藝人,B
1860,GIUK(ONEWE) 倚煜,男藝人,B
1861,GLOWCEAN,男藝人,B
1862,GOOPY,男藝人,B
1863,GRAY 李星和,男藝人,B
1864,G-STAR,男藝人,B
1865,Gwangil Jo,男藝人,B
1866,HA HYUN SANG(Hoppipolla) 夏賢尚,男藝人,B
1867,HA HYUN WOO 河鉉雨,男藝人,B
1868,Ha Sung Woon 河成雲,男藝人,B
1869,HAE BIN SUNG,男藝人,B
1870,HAEIL,男藝人,B
1871,Han Seung Woo(VICTON) 韓勝宇,男藝人,B
1872,Han Seung Yun 韓承倫,男藝人,B
1873,Han Yo Han,男藝人,B
1874,HANRORO,男藝人,B
1875,HAON 金夏溫,男藝人,B
1876,Hash Swan,男藝人,B
1877,Hebron,男藝人,B
1878,Henry 劉憲華,男藝人,B
1879,Heo Young Saeng(SS301) 許永生,男藝人,B
1880,Heo Young Saeng(SS501) 許永生,男藝人,B
1881,Heon-il Lim 林憲日,男藝人,B
1882,homezone,男藝人,B
1883,Hong Dae Kwang 洪大光,男藝人,B
1884,Hong Eun Ki(RAINZ) 洪殷基,男藝人,B
1885,Hong Jin Ho,男藝人,B
1886,HONG SEOKMIN,男藝人,B
1887,HOYA,男藝人,B
1888,Huh,男藝人,B
1889,Huh Gak 許閣,男藝人,B
1890,HUI(Pentagon) 李會澤,男藝人,B
1891,HWAJA,男藝人,B
1892,HWANG CHI YEUL 黃致列,男藝人,B
1893,HWANG MIN HYUN(NU`EST) 黃旼炫,男藝人,B
1894,HWI YOUNG(SF9) 輝映,男藝人,B
1895,Hyuk(VIXX) 韓相赫,男藝人,B
1896,Hyukoh,男藝人,B
1897,Hyun Soo Park,男藝人,B
1898,Hyunjun 許玹準,男藝人,B
1899,I.M(Monsta X) 任創均,男藝人,B
1900,I`ll(Hoppipolla),男藝人,B
1901,Ian Ka$h,男藝人,B
1902,ILLTAL,男藝人,B
1903,IN2IT,男藝人,B
1904,INSE,男藝人,B
1905,IOAH,男藝人,B
1906,Isaac Hong,男藝人,B
1907,J.UNA,男藝人,B
1908,JAECHAN(DKZ) 朴宰燦,男藝人,B
1909,JAEHA,男藝人,B
1910,JAEHYUN(NCT 127) 鄭在玹,男藝人,B
1911,Jambino,男藝人,B
1912,Jang Dae Hyeon (RAINZ) 張大賢,男藝人,B
1913,JANG HAN BYUL,男藝人,B
1914,Jang Hyun seung(BEAST) 張賢勝,男藝人,B
1915,Jang Keun-Suk 張根碩,男藝人,B
1916,JANG MIN HO 張民好,男藝人,B
1917,Jang Woo Hyuk(H.O.T.) 張佑赫,男藝人,B
1918,Jang Woo Young 張祐榮(2PM),男藝人,B
1919,JAY B(GOT7) 林在範,男藝人,B
1920,Jay Chang,男藝人,B
1921,Jay Park 朴載範,男藝人,B
1922,JAYCI YUCCA,男藝人,B
1923,JD1(Jeong Dong Won) 鄭東元,男藝人,B
1924,JEEBANOFF,男藝人,B
1925,Jeong Dong Won 鄭東元,男藝人,B
1926,JEONG DONGHWAN(MELOMANCE) 鄭東煥,男藝人,B
1927,JEONG JAEIL 鄭在日,男藝人,B
1928,JEONG SEWOON 鄭世雲,男藝人,B
1929,JERRY.K,男藝人,B
1930,JEY,男藝人,B
1931,J-HOPE(BTS) 鄭號錫(防彈少年團),男藝人,B
1932,JIHOON CHO,男藝人,B
1933,JIMIN(BTS) 朴智旻(防彈少年團),男藝人,B
1934,JIN MIN HO,男藝人,B
1935,JIN(BTS) 金碩珍(防彈少年團),男藝人,B
1936,JINHO HONG(Hoppipolla) 洪振豪,男藝人,B
1937,JINHO(Pentagon) 趙珍虎,男藝人,B
1938,Jinu(Winner) 金秦禹,男藝人,B
1939,Jiwoo,男藝人,B
1940,JJANGYOU,男藝人,B
1941,Jjun,男藝人,B
1942,JMIN,男藝人,B
1943,JO SUNG MO 曹誠模,男藝人,B
1944,John Noh,男藝人,B
1945,John Park,男藝人,B
1946,Jonghyun(SHINee) 鐘鉉,男藝人,B
1947,JOOHONEY(Monsta X) 周憲,男藝人,B
1948,JR(NU`EST) 金鍾炫,男藝人,B
1949,Juk jae 鄭宰沅,男藝人,B
1950,JUKJAE 鄭宰沅,男藝人,B
1951,Jun Hyung Lee,男藝人,B
1952,Jun Jin 前進(神話),男藝人,B
1953,jun p,男藝人,B
1954,Jun. K(2PM) 金閔俊,男藝人,B
1955,Jun. K(From 2PM) 金閔俊,男藝人,B
1956,JUNE,男藝人,B
1957,Jung Dae Hyun(B.A.P) 鄭大賢,男藝人,B
1958,Jung Dong Ha 鄭東河,男藝人,B
1959,Jung Il-hoon(BTOB) 鄭鎰勳,男藝人,B
1960,Jung Joon Young 鄭俊英,男藝人,B
1961,Jung Key,男藝人,B
1962,JUNG SEUNG HWAN 鄭承煥,男藝人,B
1963,Jung Yong Hwa(CNBLUE) 鄭容和,男藝人,B
1964,JUNGSOOMIN,男藝人,B
1965,JUNHO(2pm),男藝人,B
1966,JunJi(OnlyOneOf) 金俊炯,男藝人,B
1967,JUNNY,男藝人,B
1968,JUSTHIS,男藝人,B
1969,K Hunter,男藝人,B
1970,K.Will,男藝人,B
1971,KAI(EXO) 金鍾仁,男藝人,B
1972,Kai(Jung Ki-yeol),男藝人,B
1973,Kang Daniel 姜丹尼爾,男藝人,B
1974,Kang Seung Yoon(Winner) 姜昇潤,男藝人,B
1975,Kangnam(M.I.B),男藝人,B
1976,Kangta 安七炫,男藝人,B
1977,KANGXIHO,男藝人,B
1978,KB(OnlyOneOf) 申揆彬,男藝人,B
1979,KCM,男藝人,B
1980,KEN(VIXX) 李在煥,男藝人,B
1981,Kevin Oh,男藝人,B
1982,KEY(SHINee) 金起範,男藝人,B
1983,Khakii,男藝人,B
1984,KHUNDI PANDA,男藝人,B
1985,KID MILLI,男藝人,B
1986,Kidd king,男藝人,B
1987,Kihyun(Monsta X) 基賢,男藝人,B
1988,Kim Chan Min,男藝人,B
1989,Kim Dong Han(JBJ) 金東漢,男藝人,B
1990,KIM DONG RYUL 金東律,男藝人,B
1991,KIM DONG WAN(SHINHWA) 金烔完(神話),男藝人,B
1992,KIM DONGJUN(ZE:A) 金桐俊(帝國之子),男藝人,B
1993,Kim Feel,男藝人,B
1994,KIM GRE,男藝人,B
1995,Kim Hee Jae 熙栽,男藝人,B
1996,Kim Ho Joong 金浩中,男藝人,B
1997,kim hyun joong 金賢重,男藝人,B
1998,kim hyun joong(SS501) 金賢重,男藝人,B
1999,Kim Jae hwan 金在煥,男藝人,B
2000,KIM JAEJOONG 金在中(JYJ),男藝人,B
2001,KIM JAEJOONG(JYJ) 金在中,男藝人,B
2002,Kim Jeong Hoon 金楨勳,男藝人,B
2003,Kim Ji Hoon(LIBELANTE) 金智勳,男藝人,B
2004,Kim Jin Ho(SG Wannabe) 金振浩,男藝人,B
2005,KIM JUNSU(XIA) 金俊秀(JYJ),男藝人,B
2006,Kim Kyu Jong 金奎鐘,男藝人,B
2007,Kim Minseok(MELOMANCE) 金民碩,男藝人,B
2008,Kim Seungmin 金勝旻,男藝人,B
2009,KIM SOO CHAN 金秀瓚,男藝人,B
2010,Kim Sung Kyu(INFINITE) 金聖圭,男藝人,B
2011,Kim Tae-woo(g.o.d) 金泰宇,男藝人,B
2012,Kim Woo Seok (UP10TION) 金宇碩,男藝人,B
2013,KIM WOOJIN 金宇珍,男藝人,B
2014,KIM XIMYA,男藝人,B
2015,Kim Yeon Woo,男藝人,B
2016,Kim Yo Han(WEI) 金曜漢,男藝人,B
2017,Kim Yong Jun(SG Wannabe) 金勇俊,男藝人,B
2018,KINO(Pentagon) 姜炯求,男藝人,B
2019,Ko Eun Sung,男藝人,B
2020,Koo Junhoe(IKON) 具俊會,男藝人,B
2021,Kvsh,男藝人,B
2022,KyuHyun(Super Junior) 圭賢,男藝人,B
2023,Kyung Jehwan,男藝人,B
2024,L(INFINITE) 金明洙,男藝人,B
2025,Lang Lee 李瀧,男藝人,B
2026,LAY(EXO) 張藝興,男藝人,B
2027,Layone,男藝人,B
2028,LE`V 王子浩,男藝人,B
2029,Lee Byeong Chan,男藝人,B
2030,LEE CHAN WON 李燦元,男藝人,B
2031,LEE CHANGSUB(BTOB) 李昌燮(BTOB),男藝人,B
2032,LEE DONG YEOL 李東烈,男藝人,B
2033,Lee Gikwang(Highlight) 李起光,男藝人,B
2034,LEE HONG GI(FTIsland) 李洪基,男藝人,B
2035,Lee Jeongmin 李正民,男藝人,B
2036,Lee Jin Hyuk(Up10tion) 李鎮赫,男藝人,B
2037,Lee Juck 李笛,男藝人,B
2038,Lee Min Ho 李敏鎬,男藝人,B
2039,LEE MIN HYUK,男藝人,B
2040,LEE MIN WOO(SHINHWA) 李?雨(神話),男藝人,B
2041,Lee MinHyuk,男藝人,B
2042,LEE MINHYUK(BTOB) 李旼赫,男藝人,B
2043,LEE MU JIN 李茂珍,男藝人,B
2044,Lee Seok Hoon(SG Wannabe) 李碩薰,男藝人,B
2045,Lee Seung Gi 李昇基,男藝人,B
2046,LEE SEUNG YOON 李承允,男藝人,B
2047,LEE SEUNGHOON(Winner) 李昇勳,男藝人,B
2048,Lee Solomon,男藝人,B
2049,LEE SUNG JONG(INFINITE) 李成種,男藝人,B
2050,Lee Tae Hee,男藝人,B
2051,LEE WOO,男藝人,B
2052,LeeEunSang 李垠尚,男藝人,B
2053,Leellamarz,男藝人,B
2054,LEO,男藝人,B
2055,Leo(VIXX) 鄭澤運,男藝人,B
2056,lIlBOI 吳昇澤,男藝人,B
2057,LIM CHANG JUNG 任昌丁,男藝人,B
2058,LIM HYUNSIK(BTOB) 任炫植,男藝人,B
2059,Lim Se Jun 林勢俊,男藝人,B
2060,LIM YOUNG MIN 林煐岷,男藝人,B
2061,Lim Young Woong 林英雄,男藝人,B
2062,lobonabeat!,男藝人,B
2063,Loco,男藝人,B
2064,Loopy,男藝人,B
2065,LUNCHSONG Project,男藝人,B
2066,Mad Clown,男藝人,B
2067,Mark Tuan(GOT7) 段宜恩,男藝人,B
2068,MBA,男藝人,B
2069,MC Mong MC夢,男藝人,B
2070,MC.MINZY 鄭埻夏,男藝人,B
2071,Mckdaddy,男藝人,B
2072,Mellow Kitchen,男藝人,B
2073,Mill(OnlyOneOf) 李鎔秀,男藝人,B
2074,Minho(SHINee),男藝人,B
2075,MINO(Winner) 宋旻浩,男藝人,B
2076,Moon Jong Up(B.A.P) 文鐘業,男藝人,B
2077,Na Tae Joo 羅泰柱,男藝人,B
2078,Na Yoon Kwon 羅允權,男藝人,B
2079,Nafla,男藝人,B
2080,Nam Dong Hyun 南東賢,男藝人,B
2081,Nam Woo Hyun(INFINITE) 南優鉉,男藝人,B
2082,Niel(Teen Top),男藝人,B
2083,Nine(OnlyOneOf) 鄭煜縝,男藝人,B
2084,NIVE,男藝人,B
2085,NO:EL 張龍俊,男藝人,B
2086,NOAH1LUV,男藝人,B
2087,NSW yoon,男藝人,B
2088,Nucksal 李俊英,男藝人,B
2089,O.When,男藝人,B
2090,O3OHN,男藝人,B
2091,Ohwon Lee,男藝人,B
2092,OLNL,男藝人,B
2093,ONE 鄭帝元,男藝人,B
2094,Onew(SHINee) 溫流(SHINee),男藝人,B
2095,ONEWE,男藝人,B
2096,Ong Seong Wu 邕聖祐,男藝人,B
2097,ONiLL,男藝人,B
2098,ONLEE 李昇奐,男藝人,B
2099,OSSHUN GUM,男藝人,B
2100,OUREALGOAT,男藝人,B
2101,OVAN,男藝人,B
2102,Owell Mood,男藝人,B
2103,OWEN,男藝人,B
2104,PA.JE,男藝人,B
2105,PANDA GOMM,男藝人,B
2106,Parc Jae Jung 朴宰正,男藝人,B
2107,Park Bo-gum 朴寶劍,男藝人,B
2108,Park Hyo Shin 朴孝信,男藝人,B
2109,Park Je Up,男藝人,B
2110,Park Jihoon 朴志訓,男藝人,B
2111,PARK JIN YOUNG(GOT7) 朴珍榮,男藝人,B
2112,Park Jung Min 朴政民,男藝人,B
2113,Park Kang hyun 朴剛賢,男藝人,B
2114,Park Kyung(Block B) 朴經,男藝人,B
2115,PARK WON,男藝人,B
2116,Park YuChun 朴有天(JYJ),男藝人,B
2117,PATEKO,男藝人,B
2118,Paul Blanco,男藝人,B
2119,Paul Kim,男藝人,B
2120,Peejay,男藝人,B
2121,Penomeco,男藝人,B
2122,PH-1,男藝人,B
2123,PITTA(FORESTELLA) 姜亨昊,男藝人,B
2124,PL,男藝人,B
2125,Potatoi,男藝人,B
2126,Psy,男藝人,B
2127,PULLIK 朴俊昊,男藝人,B
2128,Punchnello,男藝人,B
2129,QM,男藝人,B
2130,Ra.D,男藝人,B
2131,RabidAnce,男藝人,B
2132,Rad Museum,男藝人,B
2133,RAIDEN,男藝人,B
2134,Rain 鄭智薰,男藝人,B
2135,RAVI(VIXX) 金元植,男藝人,B
2136,Rie(OnlyOneOf) 李城昊,男藝人,B
2137,RM(BTS) 金南俊(防彈少年團),男藝人,B
2138,ROCKY,男藝人,B
2139,Roh Ji Hoon 盧志勳,男藝人,B
2140,Roh Yun Ha,男藝人,B
2141,ROHANN 李盧閒,男藝人,B
2142,RONY,男藝人,B
2143,Roy Kim,男藝人,B
2144,Ryeo Wook(Super Junior) 厲旭,男藝人,B
2145,Sam Kim,男藝人,B
2146,Samuel,男藝人,B
2147,SANDEUL(B1A4) 燦多,男藝人,B
2148,SEO EUNKWANG(BTOB) 徐恩光,男藝人,B
2149,SEO IN GUK 徐仁國,男藝人,B
2150,Seo Jun hyeok,男藝人,B
2151,SEO JUNHYEOK,男藝人,B
2152,SEONGRI(RAINZ) 金聲利,男藝人,B
2153,Seungri(BIGBANG) 勝利,男藝人,B
2154,Seven,男藝人,B
2155,Seventeen,男藝人,B
2156,SFC.JGR,男藝人,B
2157,SHAUN 金允浩,男藝人,B
2158,Shin Hae chul 申海澈,男藝人,B
2159,SHIN HYE SUNG 申彗星,男藝人,B
2160,SHIN HYE SUNG(SHINHWA) 申彗星,男藝人,B
2161,Shin Seung Hun 申昇勳,男藝人,B
2162,SIK-K,男藝人,B
2163,SIYOON,男藝人,B
2164,Skyminhyuk,男藝人,B
2165,SMMT,男藝人,B
2166,SOKODOMO,男藝人,B
2167,SON DONG WOON(Highlight) 孫東雲,男藝人,B
2168,Son Ho Young(g.o.d) 孫昊永,男藝人,B
2169,SON TAE JIN,男藝人,B
2170,SONG(IKON) 宋尹亨,男藝人,B
2171,SOOHYUN(U-Kiss) 秀鉉,男藝人,B
2172,SOYA,男藝人,B
2173,SUHO(EXO) 金俊勉,男藝人,B
2174,Sung Si Kyung 成始竟,男藝人,B
2175,SUNGJIN(Day6) 朴晟鎮,男藝人,B
2176,SungMin(Super Junior) 晟敏,男藝人,B
2177,Superbee,男藝人,B
2178,Swings,男藝人,B
2179,Tabber,男藝人,B
2180,TAEMIN(SHINee) 泰民,男藝人,B
2181,TAEYANG(BIGBANG) 太陽,男藝人,B
2182,TAEYONG(NCT 127) 李泰容,男藝人,B
2183,TAKEONE,男藝人,B
2184,TEN(WAYV) 李永欽(威神V),男藝人,B
2185,THAMA,男藝人,B
2186,The Black Skirts 黑裙子,男藝人,B
2187,Toheart(優鉉&Key),男藝人,B
2188,TOMSSON,男藝人,B
2189,TONY,男藝人,B
2190,Tony An 安勝浩,男藝人,B
2191,TOUCHED,男藝人,B
2192,TRADE L,男藝人,B
2193,twlv,男藝人,B
2194,U-Kiss,男藝人,B
2195,U-Know Yunho(TVXQ) 允浩(東方神起),男藝人,B
2196,UNEDUCATED KID,男藝人,B
2197,unofficialboyy,男藝人,B
2198,Untell,男藝人,B
2199,UO,男藝人,B
2200,V(BTS) 金泰亨(防彈少年團),男藝人,B
2201,Verbal Jint,男藝人,B
2202,VIINI(JBJ) 權玄彬,男藝人,B
2203,WH3N,男藝人,B
2204,Wheesung 輝星,男藝人,B
2205,Wonho 元虎,男藝人,B
2206,WONPIL(Day6) 金元弼,男藝人,B
2207,WOO JIN YOUNG(D1CE) 禹貞榮,男藝人,B
2208,Woo Won Jae 禹元材,男藝人,B
2209,WOODIE GOCHILD,男藝人,B
2210,WOODZ 曹承衍,男藝人,B
2211,WOOSUNG(The Rose) 金佑星,男藝人,B
2212,XIUMIN(EXO),男藝人,B
2213,YANG DAIL 梁多一,男藝人,B
2214,Yang Hong Won 梁洪元,男藝人,B
2215,YANG YOSEOP(Highlight) 梁耀燮,男藝人,B
2216,YANGDAIL,男藝人,B
2217,YEONJUN(TXT) 崔然竣,男藝人,B
2218,YeSung(Super Junior) 藝聲,男藝人,B
2219,Yong Jun Hyung 龍俊亨,男藝人,B
2220,Yongzoo,男藝人,B
2221,Yoo Seon Ho 柳善皓,男藝人,B
2222,YOO SEUNG U 劉承祐,男藝人,B
2223,YOOA(Oh My Girl) 柳諟我,男藝人,B
2224,YooJung (OnlyOneOf) 李泰燁,男藝人,B
2225,YOOK SUNGJAE(BTOB) 陸星材,男藝人,B
2226,YOON,男藝人,B
2227,Yoon Ddan Ddan 尹單單,男藝人,B
2228,YOON DU JUN(Highlight) 尹斗俊,男藝人,B
2229,Yoon Han 潤翰,男藝人,B
2230,Yoon Ji Sung 尹智聖,男藝人,B
2231,Yoon Ji Sung(WANNA ONE) 尹智聖,男藝人,B
2232,Yoon Jong Shin 尹鍾信,男藝人,B
2233,YOON SANHA(Astro) 尹產賀,男藝人,B
2234,Yoon Seobin 尹瑞彬,男藝人,B
2235,You Chaehoon,男藝人,B
2236,YOUNG JAE (B.A.P) 劉永才,男藝人,B
2237,Young Jae(B.A.P) 劉永才,男藝人,B
2238,Young K(Day6) 姜永晛,男藝人,B
2239,Young So Kim (Hoppipolla) 金永所,男藝人,B
2240,YoungJae(GOT7) 崔榮宰,男藝人,B
2241,YOUNGSEO(BAE173) 柳盈署,男藝人,B
2242,YoungTak 永卓,男藝人,B
2243,Yu Seung-Woo 柳昇佑,男藝人,B
2244,YUGYEOM(GOT7) 金有謙,男藝人,B
2245,ZAI.RO 安重載,男藝人,B
2246,Zelo(B.A.P),男藝人,B
2247,ZHOUMI(Super Junior-M) 周覓,男藝人,B
2248,ZICO(Block B),男藝人,B
2249,Zion.T,男藝人,B
2250,ZIOR PARK,男藝人,B
2251,ZOORUMPUG,男藝人,B
2252,ZUBIN,男藝人,B
2253,ADORA,女藝人,B
2254,Adult Child,女藝人,B
2255,Ailee 李藝真,女藝人,B
2256,AleXa 阿歷薩,女藝人,B
2257,Ali,女藝人,B
2258,Amber,女藝人,B
2259,ARO,女藝人,B
2260,Ayeon,女藝人,B
2261,BABYSUGAR,女藝人,B
2262,Baek A 白兒,女藝人,B
2263,Baek Ji Young 白智榮,女藝人,B
2264,Baek Ye-rin 白藝潾,女藝人,B
2265,Beak A Yeon 白娥娟,女藝人,B
2266,BEN,女藝人,B
2267,BIBI,女藝人,B
2268,BLACKPINK,女藝人,B
2269,BoA 寶兒,女藝人,B
2270,BOL4 臉紅的思春期,女藝人,B
2271,Boramiyu,女藝人,B
2272,Brave Girls,女藝人,B
2273,Chae Yeon 蔡妍,女藝人,B
2274,CHEEZE,女藝人,B
2275,Choi Yegeun 崔藝根,女藝人,B
2276,CHOI YOOJUNG(Weki Meki) 磪有情,女藝人,B
2277,Choi Yu Ree,女藝人,B
2278,Choi Yuree,女藝人,B
2279,CHUNG HA 金請夏,女藝人,B
2280,CHUU(LOONA),女藝人,B
2281,CIKI,女藝人,B
2282,CL 李彩麟,女藝人,B
2283,Dajung,女藝人,B
2284,Delight,女藝人,B
2285,DeVita,女藝人,B
2286,DooRi,女藝人,B
2287,Elaine,女藝人,B
2288,Elsie(T-ARA) 恩靜,女藝人,B
2289,EruhWa,女藝人,B
2290,Eun jung(T-ARA) 恩靜,女藝人,B
2291,Eundohee,女藝人,B
2292,EUNJI(Apink) 鄭恩地,女藝人,B
2293,FROMM,女藝人,B
2294,G1NGER,女藝人,B
2295,GA EUN 佳恩,女藝人,B
2296,Gain(Brown Eyed Girls) 孫佳仁,女藝人,B
2297,Gain(Brown Eyed Girls) & HyungWoo 孫佳仁,女藝人,B
2298,Gummy 巨美,女藝人,B
2299,GWSN 公園少女,女藝人,B
2300,Ha Yea Song 宋荷藝,女藝人,B
2301,HA:TFELT 朴譽恩,女藝人,B
2302,HAEPA,女藝人,B
2303,HAERI,女藝人,B
2304,HAUBI,女藝人,B
2305,HEEJIN(LOONA) 姬振,女藝人,B
2306,Heize,女藝人,B
2307,Hello Ga-Young 白佳英,女藝人,B
2308,Heo So-Young,女藝人,B
2309,Hezz,女藝人,B
2310,HNIE HNIG,女藝人,B
